word1,word2,similarity_out_of_7,similarity
day,plane,1,0.0
donut,panda,1,0.0
bloom,foliage,6,8.333333333333334
model,toes,2,1.6666666666666667
collection,jellyfish,1,0.0
river,stream,6,8.333333333333334
dandelion,plant,6,8.333333333333334
bunny,rabbit,7,10.0
building,construction,6,8.333333333333334
concert,sing,6,8.333333333333334
glittering,misty,4,5.0
orange,shade,1,0.0
light,sunlight,6,8.333333333333334
hotel,relaxed,4,5.0
paws,theatre,1,0.0
black,colour,6,8.333333333333334
brown,yellow,6,8.333333333333334
dirty,rabbit,1,0.0
smoke,sun,3,3.3333333333333335
feet,outdoor,2,1.6666666666666667
apartment,children,1,0.0
floor,patio,4,5.0
petals,pug,1,0.0
skate,skating,7,10.0
happy,walk,3,3.3333333333333335
stripes,tank,1,0.0
carrots,design,1,0.0
rusty,shade,1,0.0
ceiling,marble,4,5.0
dropped,time,1,0.0
chicken,soup,4,5.0
garbage,lunch,2,1.6666666666666667
ceramic,floor,2,1.6666666666666667
dinner,eat,6,8.333333333333334
brick,interior,3,3.3333333333333335
daffodils,petals,6,8.333333333333334
love,smile,5,6.666666666666667
dancers,palace,1,0.0
evening,walk,3,3.3333333333333335
green,phone,1,0.0
basket,moss,1,0.0
dandelion,grass,5,6.666666666666667
happy,toes,1,0.0
cheetah,phone,1,0.0
pug,puppy,3,3.3333333333333335
brown,gull,2,1.6666666666666667
bicycle,green,3,3.3333333333333335
played,wine,2,1.6666666666666667
figure,spiral,2,1.6666666666666667
chipmunk,illustrations,1,0.0
brown,demolition,1,0.0
breakfast,evening,2,1.6666666666666667
marble,sing,1,0.0
amphibians,insects,4,5.0
construction,downtown,3,3.3333333333333335
panda,pigs,4,5.0
bacon,bread,5,6.666666666666667
baseball,born,1,0.0
magazine,run,1,0.0
relaxed,sitting,4,5.0
elephant,giraffe,5,6.666666666666667
soup,sweet,4,5.0
morning,night,6,8.333333333333334
step,wind,1,0.0
apple,cute,1,0.0
muscle,nature,3,3.3333333333333335
door,room,4,5.0
dark,silhouette,2,1.6666666666666667
skyline,view,6,8.333333333333334
butterfly,transformers,3,3.3333333333333335
dirt,gymnastics,1,0.0
sea,shore,6,8.333333333333334
shade,tree,2,1.6666666666666667
day,evening,3,3.3333333333333335
skyscraper,tower,6,8.333333333333334
bag,wire,1,0.0
feathers,wing,5,6.666666666666667
cold,water,4,5.0
burger,eat,6,8.333333333333334
gull,pelican,6,8.333333333333334
mill,sunflower,5,6.666666666666667
dude,guy,7,10.0
field,squirrel,3,3.3333333333333335
flood,water,6,8.333333333333334
hot,zombie,1,0.0
hanging,happy,2,1.6666666666666667
outfit,rock,4,5.0
grass,stop,1,0.0
flood,neon,1,0.0
lunch,sunshine,3,3.3333333333333335
bacon,guy,2,1.6666666666666667
art,work,4,5.0
food,meat,6,8.333333333333334
town,village,7,10.0
happy,sleep,3,3.3333333333333335
purple,stripes,2,1.6666666666666667
dessert,meat,4,5.0
happy,stand,1,0.0
flowers,yellow,4,5.0
church,interior,3,3.3333333333333335
nature,new,1,0.0
arch,porch,5,6.666666666666667
pod,round,1,0.0
lily,plant,6,8.333333333333334
face,happy,3,3.3333333333333335
jazz,piano,6,8.333333333333334
jaguar,pier,1,0.0
kitchen,patio,4,5.0
downtown,skyline,5,6.666666666666667
berry,sweet,6,8.333333333333334
played,spiral,1,0.0
photos,picture,7,10.0
brick,skyscraper,5,6.666666666666667
sunny,zoo,2,1.6666666666666667
band,metal,4,5.0
curled,whiskers,3,3.3333333333333335
ice,snow,6,8.333333333333334
ocean,water,6,8.333333333333334
door,patio,4,5.0
sunny,wet,3,3.3333333333333335
baby,pregnant,6,8.333333333333334
pillow,stone,1,0.0
room,stairs,4,5.0
cow,pregnancy,2,1.6666666666666667
hotel,restaurant,6,8.333333333333334
licking,pier,1,0.0
automobile,police,4,5.0
car,park,5,6.666666666666667
port,squirrel,1,0.0
automobile,car,7,10.0
nature,tav,1,0.0
crane,stairs,2,1.6666666666666667
lamb,mother,1,0.0
pets,poodle,1,0.0
couple,makeup,2,1.6666666666666667
country,work,4,5.0
leather,shoes,5,6.666666666666667
frog,tropical,5,6.666666666666667
movie,television,6,8.333333333333334
muscle,tulip,1,0.0
badge,metro,4,5.0
stripes,train,2,1.6666666666666667
blue,sky,6,8.333333333333334
market,white,1,0.0
cocktail,restaurant,5,6.666666666666667
cherry,meat,4,5.0
marble,sunglasses,2,1.6666666666666667
fire,movie,3,3.3333333333333335
city,lamp,3,3.3333333333333335
pug,terrier,6,8.333333333333334
jean,outfit,6,8.333333333333334
foliage,ivy,6,8.333333333333334
gate,hotel,4,5.0
brown,hawk,3,3.3333333333333335
licking,rusty,1,0.0
cigarette,hotel,2,1.6666666666666667
computer,lab,6,8.333333333333334
giraffe,lion,6,8.333333333333334
chair,holiday,3,3.3333333333333335
punk,vinyl,3,3.3333333333333335
beard,flamingo,6,8.333333333333334
blonde,cute,4,5.0
bible,misty,1,0.0
friends,sitting,2,1.6666666666666667
landscape,umbrella,2,1.6666666666666667
interior,object,2,1.6666666666666667
city,fireworks,3,3.3333333333333335
harbor,sailing,6,8.333333333333334
chicken,salad,5,6.666666666666667
aquarium,fish,6,8.333333333333334
cross,tower,3,3.3333333333333335
museum,swim,1,0.0
salad,strawberry,4,5.0
railway,underground,5,6.666666666666667
flood,line,2,1.6666666666666667
cheetah,flame,1,0.0
bacon,sandwich,4,5.0
nuts,waterfall,1,0.0
summer,winter,6,8.333333333333334
hanging,left,1,0.0
rainbow,whale,1,0.0
dinner,sitting,4,5.0
match,round,1,0.0
bar,sushi,3,3.3333333333333335
photographer,wedding,4,5.0
neon,tank,1,0.0
jewelry,muscle,1,0.0
bed,pillow,6,8.333333333333334
petals,shade,3,3.3333333333333335
beads,chess,1,0.0
amphibians,hummingbird,3,3.3333333333333335
jazz,music,6,8.333333333333334
misty,rain,6,8.333333333333334
snake,strawberry,1,0.0
party,seat,2,1.6666666666666667
butterfly,caterpillars,1,0.0
dark,white,4,5.0
dirty,haircut,1,0.0
fountain,parade,2,1.6666666666666667
green,pink,6,8.333333333333334
dew,rain,6,8.333333333333334
hat,jean,5,6.666666666666667
door,stairs,4,5.0
cafe,shop,5,6.666666666666667
dandelion,seed,5,6.666666666666667
soup,wool,1,0.0
sitting,stand,4,5.0
palm,traffic,1,0.0
blue,bright,4,5.0
dead,sidewalk,1,0.0
blossom,flowers,6,8.333333333333334
birds,eagle,6,8.333333333333334
skin,sunglasses,3,3.3333333333333335
mill,puddle,1,0.0
vintage,zebra,1,0.0
fog,sunny,5,6.666666666666667
marble,wall,4,5.0
curve,dance,2,1.6666666666666667
boat,fishing,6,8.333333333333334
swim,swimming,7,10.0
footprint,holiday,1,0.0
bacon,burger,6,8.333333333333334
dinner,evening,6,8.333333333333334
licking,lips,6,8.333333333333334
makeup,skull,1,0.0
kitchen,staircase,4,5.0
splash,swimming,6,8.333333333333334
aircraft,wing,6,8.333333333333334
color,purple,6,8.333333333333334
guy,idea,2,1.6666666666666667
ripples,shadow,1,0.0
cafe,spiral,2,1.6666666666666667
mushrooms,tomato,4,5.0
band,stockings,1,0.0
coins,silver,5,6.666666666666667
kiss,sitting,2,1.6666666666666667
reading,seagull,1,0.0
husky,painting,1,0.0
scenery,sunset,6,8.333333333333334
sea,sing,2,1.6666666666666667
feel,fun,5,6.666666666666667
animals,clown,2,1.6666666666666667
clock,stripes,1,0.0
cold,dripping,3,3.3333333333333335
floor,staircase,5,6.666666666666667
burger,salad,5,6.666666666666667
dude,fun,2,1.6666666666666667
beard,blonde,4,5.0
escalator,redhead,1,0.0
cross,shopping,1,0.0
apartment,bathroom,5,6.666666666666667
feathers,wild,4,5.0
grave,gravestone,7,10.0
food,frozen,3,3.3333333333333335
iron,rusty,5,6.666666666666667
fruit,sunflower,3,3.3333333333333335
cold,misty,5,6.666666666666667
hand,left,6,8.333333333333334
black,pink,6,8.333333333333334
city,ruins,3,3.3333333333333335
dark,pod,1,0.0
morning,time,2,1.6666666666666667
insects,mammals,4,5.0
furniture,man,1,0.0
grey,purple,6,8.333333333333334
birds,pregnancy,1,0.0
bright,sky,1,0.0
art,sculpture,6,8.333333333333334
ad,bacon,1,0.0
petals,twigs,5,6.666666666666667
forest,oak,6,8.333333333333334
shade,whiskers,1,0.0
